Sample,samp_date,E.O,Block,Species,Length,Weight,N
PAP20201112-06,12.11.2020,Off,3,Litopenaeus setiferus,11,0.9,1
PAP20201112-06,12.11.2020,Off,3,Litopenaeus setiferus,9,0.4,1
PAP20201112-06,12.11.2020,Off,3,Litopenaeus setiferus,9,0.3,1
PAP20201112-06,12.11.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20201112-06,12.11.2020,Off,3,Litopenaeus setiferus,10,0.6,1
PAP20201112-07,12.11.2020,Edge,4,Litopenaeus setiferus,10,0.4,1
PAP20201112-07,12.11.2020,Edge,4,Litopenaeus setiferus,9,0.5,1
PAP20201112-07,12.11.2020,Edge,4,Litopenaeus setiferus,9,0.5,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,12,0.9,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,10,0.6,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,12,0.9,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,9,0.7,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,10,0.5,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,10,0.7,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,11,0.9,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20201112-09,12.11.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20201112-10,12.11.2020,Off,5,Litopenaeus setiferus,8,0.5,1
